Timestamp,Account,Account.1,Amount Received,Amount Paid,Is Laundering,sender_entity_type,receiver_entity_type
25.0,1937.0,15081.0,259.17,259.17,0,individual,individual
25.0,9800.0,3968.0,281.44,281.44,0,payment_institution,individual
25.0,9971.0,13568.0,356.47,356.47,0,individual,individual
25.0,9840.0,4928.0,220.22,220.22,0,individual,individual
25.0,8626.0,11027.0,363.32,363.32,0,payment_institution,business
25.0,2538.0,17842.0,327.14,327.14,0,individual,individual
25.0,9577.0,7777.0,113.91,113.91,0,individual,individual
25.0,7824.0,8818.0,342.6,342.6,0,business,individual
25.0,8811.0,8992.0,510.63,510.63,0,account,individual
25.0,6267.0,8272.0,187.38,187.38,0,payment_institution,account
25.0,8060.0,17026.0,173.36,173.36,0,individual,account
25.0,9731.0,4160.0,300.07,300.07,0,business,individual
25.0,4545.0,5104.0,238.58,238.58,0,payment_institution,individual
25.0,9077.0,19939.0,519.89,519.89,1,individual,individual
25.0,5426.0,9769.0,188.11,188.11,1,business,business
25.0,9948.0,18561.0,322.6,322.6,0,business,individual
25.0,9294.0,18947.0,150.13,150.13,0,individual,business
25.0,9718.0,18820.0,245.89,245.89,1,individual,individual
25.0,6930.0,12945.0,468.92,468.92,1,individual,account
25.0,9709.0,6016.0,352.29,352.29,0,individual,individual
25.0,9034.0,2340.0,435.36,435.36,0,business,individual
25.0,3894.0,7886.0,234.38,234.38,0,account,individual
25.0,2885.0,5252.0,544.53,544.53,0,individual,business
25.0,8013.0,4560.0,157.67,157.67,0,individual,individual
25.0,9807.0,18176.0,214.47,214.47,0,business,business
25.0,8590.0,7538.0,352.17,352.17,0,individual,individual
25.0,3943.0,3649.0,219.21,219.21,0,individual,individual
25.0,3161.0,8551.0,524.34,524.34,0,individual,individual
25.0,9243.0,648.0,187.89,187.89,0,individual,business
25.0,1507.0,9904.0,134.39,134.39,1,individual,individual
25.0,7507.0,6400.0,153.88,153.88,0,individual,individual
25.0,8204.0,19714.0,11.69,11.69,1,business,payment_institution
25.0,8115.0,12837.0,157.74,157.74,0,account,individual
25.0,1804.0,12688.0,306.38,306.38,0,individual,individual
25.0,8226.0,7780.0,185.46,185.46,0,account,individual
25.0,2613.0,5682.0,274.89,274.89,0,individual,business
25.0,8204.0,19714.0,11.69,11.69,1,individual,individual
25.0,9991.0,17920.0,365.57,365.57,1,individual,individual
25.0,3255.0,3332.0,112.13,112.13,0,account,account
25.0,210.0,6597.0,146.69,146.69,0,individual,business
25.0,9957.0,9217.0,252.91,252.91,0,business,individual
25.0,9352.0,19016.0,170.85,170.85,0,individual,individual
25.0,9849.0,14529.0,345.95,345.95,1,individual,individual
25.0,2350.0,9696.0,191.78,191.78,1,account,individual
25.0,5856.0,7314.0,312.55,312.55,0,business,individual
25.0,8751.0,16641.0,334.1,334.1,0,individual,individual
25.0,6808.0,17671.0,441.02,441.02,0,individual,individual
25.0,3567.0,8507.0,110.94,110.94,0,individual,individual
25.0,3844.0,19767.0,200.36,200.36,0,individual,individual
25.0,2632.0,7290.0,288.91,288.91,0,individual,business
25.0,8496.0,19986.0,302.47,302.47,1,individual,business
25.0,9057.0,17988.0,414.91,414.91,0,individual,individual
25.0,9939.0,15616.0,276.64,276.64,1,individual,account
25.0,5264.0,14940.0,149.91,149.91,0,business,individual
25.0,144.0,9913.0,16.09,16.09,1,individual,business
25.0,8984.0,19397.0,545.54,545.54,0,individual,business
25.0,5849.0,10178.0,318.98,318.98,0,individual,business
25.0,8524.0,5872.0,203.47,203.47,0,individual,individual
25.0,7162.0,19185.0,501.26,501.26,0,business,individual
25.0,6897.0,19910.0,490.42,490.42,0,individual,account
25.0,5106.0,12487.0,515.67,515.67,0,individual,individual
25.0,9179.0,12898.0,521.46,521.46,0,individual,payment_institution
25.0,9936.0,18309.0,275.47,275.47,0,account,account
25.0,4637.0,16036.0,375.48,375.48,1,business,individual
25.0,7579.0,9763.0,194.36,194.36,1,individual,business
25.0,3945.0,16949.0,251.08,251.08,1,individual,individual
25.0,6422.0,4289.0,341.39,341.39,0,individual,individual
25.0,9056.0,18116.0,416.64,416.64,0,business,individual
25.0,4796.0,9943.0,286.7,286.7,1,business,individual
25.0,9377.0,12129.0,106.87,106.87,0,individual,individual
25.0,9707.0,1793.0,332.82,332.82,0,individual,individual
25.0,8145.0,2976.0,187.97,187.97,0,individual,individual
25.0,9876.0,4800.0,353.05,353.05,0,individual,individual
25.0,9311.0,15682.0,170.47,170.47,1,account,individual
25.0,2131.0,8338.0,164.42,164.42,0,individual,individual
25.0,9698.0,5089.0,252.55,252.55,0,individual,individual
25.0,6718.0,2128.0,323.23,323.23,0,account,individual
25.0,6223.0,17975.0,121.73,121.73,1,payment_institution,individual
25.0,5057.0,9955.0,554.84,554.84,1,business,individual
25.0,8149.0,5137.0,183.86,183.86,1,account,business
25.0,7402.0,8752.0,137.38,137.38,0,individual,individual
25.0,8517.0,19313.0,290.95,290.95,1,individual,individual
25.0,9906.0,4993.0,279.17,279.17,0,account,individual
25.0,743.0,8408.0,304.89,304.89,0,individual,account
25.0,537.0,9491.0,263.17,263.17,0,individual,individual
25.0,9638.0,5504.0,358.57,358.57,0,business,individual
25.0,6244.0,16546.0,114.38,114.38,0,individual,individual
25.0,8308.0,9776.0,199.77,199.77,0,individual,individual
25.0,3043.0,872.0,531.46,531.46,0,individual,individual
25.0,9903.0,18049.0,298.17,298.17,0,individual,account
25.0,1303.0,15107.0,187.02,187.02,0,individual,individual
25.0,8631.0,5600.0,389.27,389.27,0,account,individual
25.0,6273.0,5955.0,170.57,170.57,0,individual,individual
25.0,2147.0,12912.0,174.38,174.38,0,individual,account
25.0,4688.0,9971.0,281.73,281.73,0,individual,individual
25.0,1877.0,11385.0,249.58,249.58,0,account,individual
25.0,9984.0,3584.0,200.97,200.97,0,individual,account
25.0,8534.0,14688.0,374.92,374.92,1,account,business
25.0,5446.0,2560.0,145.69,145.69,0,account,individual
25.0,9806.0,9664.0,374.77,374.77,0,individual,individual
25.0,9080.0,9120.0,424.13,424.13,0,individual,business
25.0,8198.0,6226.0,168.52,168.52,0,business,account
25.0,4780.0,9587.0,290.98,290.98,1,business,payment_institution
25.0,9980.0,19457.0,318.45,318.45,1,individual,business
25.0,551.0,17411.0,284.44,284.44,0,individual,individual
25.0,9954.0,16000.0,285.5,285.5,1,individual,individual
25.0,7349.0,18096.0,122.97,122.97,0,business,individual
25.0,8094.0,8832.0,119.01,119.01,0,individual,payment_institution
25.0,9455.0,18529.0,116.12,116.12,0,individual,individual
25.0,7439.0,19251.0,196.77,196.77,0,individual,business
25.0,5338.0,19989.0,184.0,184.0,0,account,account
25.0,8290.0,3522.0,135.41,135.41,0,business,account
25.0,8102.0,19906.0,116.16,116.16,1,business,account
25.0,4563.0,2624.0,261.64,261.64,0,account,account
25.0,9624.0,19584.0,228.3,228.3,1,account,individual
25.0,7610.0,1792.0,312.17,312.17,0,business,individual
25.0,6297.0,19956.0,177.08,177.08,1,account,account
25.0,2123.0,18506.0,108.44,108.44,0,individual,payment_institution
25.0,9911.0,5763.0,314.45,314.45,0,individual,payment_institution
25.0,9846.0,7618.0,256.35,256.35,0,business,individual
25.0,2721.0,2214.0,310.76,310.76,0,individual,individual
25.0,2374.0,17862.0,146.86,146.86,0,individual,individual
25.0,7708.0,4643.0,224.74,224.74,0,individual,account
25.0,4728.0,17638.0,284.42,284.42,0,individual,business
25.0,123.0,9993.0,198.05,198.05,0,individual,individual
25.0,7315.0,19248.0,128.38,128.38,0,individual,payment_institution
25.0,9945.0,13697.0,338.1,338.1,0,business,account
25.0,6134.0,9840.0,115.98,115.98,0,individual,individual
25.0,3925.0,996.0,268.47,268.47,0,individual,account
25.0,4759.0,19606.0,290.32,290.32,0,individual,business
25.0,8364.0,5509.0,137.36,137.36,0,business,individual
25.0,8080.0,11584.0,183.85,183.85,0,individual,business
25.0,1799.0,18225.0,395.8,395.8,0,business,business
25.0,7689.0,13331.0,337.29,337.29,0,individual,business
25.0,8604.0,12817.0,279.67,279.67,0,individual,business
25.0,1149.0,13696.0,491.73,491.73,0,individual,individual
25.0,8596.0,5444.0,257.42,257.42,0,individual,individual
25.0,7714.0,2882.0,378.47,378.47,0,account,individual
25.0,4139.0,19088.0,175.32,175.32,0,individual,individual
25.0,9850.0,1026.0,382.04,382.04,0,business,business
25.0,4302.0,8757.0,158.52,158.52,1,account,business
25.0,7124.0,19520.0,559.11,559.11,1,account,individual
25.0,9538.0,17027.0,151.66,151.66,0,individual,business
25.0,2471.0,7830.0,273.32,273.32,0,individual,account
25.0,9919.0,7042.0,245.49,245.49,0,individual,individual
25.0,9890.0,19456.0,390.38,390.38,1,individual,individual
25.0,5372.0,9536.0,161.3,161.3,0,individual,business
25.0,9412.0,13409.0,135.94,135.94,1,individual,account
25.0,7475.0,12948.0,171.13,171.13,0,business,business
25.0,9545.0,6016.0,159.25,159.25,0,individual,business
25.0,464.0,18863.0,357.91,357.91,0,account,individual
25.0,9835.0,8643.0,395.2,395.2,0,individual,business
25.0,4834.0,19904.0,521.95,521.95,1,individual,account
25.0,1290.0,2916.0,161.16,161.16,0,payment_institution,individual
25.0,7254.0,19024.0,126.51,126.51,0,account,account
25.0,1347.0,998.0,152.52,152.52,0,individual,individual
25.0,8331.0,19508.0,141.72,141.72,0,individual,business
25.0,4088.0,18531.0,166.75,166.75,0,payment_institution,account
25.0,5731.0,5316.0,328.77,328.77,0,business,individual
25.0,8038.0,6129.0,162.22,162.22,0,account,individual
25.0,5114.0,18736.0,423.69,423.69,0,business,business
25.0,6131.0,8784.0,150.44,150.44,0,business,individual
25.0,3961.0,4579.0,231.53,231.53,0,individual,individual
25.0,7020.0,12753.0,477.29,477.29,0,individual,business
25.0,6392.0,19170.0,190.92,190.92,0,individual,business
25.0,8413.0,9265.0,393.29,393.29,0,business,individual
25.0,9956.0,8064.0,306.01,306.01,0,payment_institution,business
25.0,8192.0,17506.0,158.8,158.8,0,individual,individual
25.0,7352.0,3699.0,111.83,111.83,1,individual,individual
25.0,1515.0,19620.0,151.35,151.35,0,individual,individual
25.0,9550.0,6144.0,115.83,115.83,0,individual,account
25.0,8982.0,9860.0,528.27,528.27,0,individual,individual
25.0,95.0,15951.0,191.69,191.69,0,business,account
25.0,6026.0,15154.0,164.83,164.83,0,individual,business
25.0,9169.0,9857.0,524.4,524.4,0,individual,individual
25.0,8353.0,19969.0,170.27,170.27,0,business,business
25.0,1185.0,19924.0,471.0,471.0,0,individual,account
25.0,6242.0,10163.0,193.96,193.96,0,business,individual
25.0,3321.0,7460.0,179.13,179.13,0,individual,individual
25.0,8127.0,15907.0,176.33,176.33,0,individual,individual
25.0,3139.0,7968.0,469.82,469.82,0,individual,individual
25.0,7051.0,9232.0,575.71,575.71,0,business,individual
25.0,9727.0,4546.0,260.72,260.72,0,account,individual
25.0,5647.0,7862.0,366.41,366.41,0,payment_institution,individual
25.0,7536.0,19061.0,167.52,167.52,0,individual,individual
25.0,8979.0,17315.0,573.9,573.9,0,individual,individual
25.0,6108.0,19107.0,131.67,131.67,0,payment_institution,individual
25.0,8714.0,19793.0,274.1,274.1,1,account,individual
25.0,9853.0,5378.0,211.36,211.36,0,business,individual
25.0,2197.0,7091.0,117.33,117.33,1,account,account
25.0,3315.0,18034.0,173.46,173.46,0,individual,individual
25.0,9678.0,2850.0,266.75,266.75,1,individual,business
25.0,8214.0,19920.0,193.57,193.57,1,individual,business
25.0,8740.0,18496.0,208.25,208.25,0,business,individual
25.0,6992.0,660.0,440.91,440.91,0,individual,individual
25.0,1384.0,5575.0,164.74,164.74,0,business,payment_institution
25.0,3622.0,6194.0,348.35,348.35,0,individual,business
25.0,3784.0,19617.0,203.66,203.66,1,individual,business
25.0,6074.0,17585.0,153.97,153.97,0,account,account
25.0,9299.0,12866.0,185.27,185.27,0,business,account
25.0,6731.0,14627.0,211.86,211.86,0,individual,account
25.0,7821.0,11761.0,296.85,296.85,0,business,business
25.0,4166.0,11232.0,171.44,171.44,0,payment_institution,business
25.0,9573.0,19168.0,186.83,186.83,0,individual,business
25.0,3565.0,19956.0,104.37,104.37,1,individual,business
25.0,2615.0,19990.0,292.23,292.23,0,business,individual
25.0,4830.0,8801.0,567.7,567.7,0,individual,individual
25.0,6417.0,9842.0,385.22,385.22,0,individual,account
25.0,8960.0,7363.0,519.4,519.4,0,individual,account
25.0,7673.0,7319.0,276.29,276.29,0,account,business
25.0,7866.0,11680.0,276.1,276.1,0,individual,individual
25.0,7508.0,1026.0,170.41,170.41,0,individual,business
25.0,9151.0,19904.0,530.39,530.39,1,individual,individual
25.0,9496.0,4544.0,107.48,107.48,1,business,business
25.0,9987.0,6912.0,235.83,235.83,1,individual,business
25.0,4625.0,9505.0,252.83,252.83,1,individual,individual
25.0,8597.0,17585.0,290.86,290.86,0,individual,payment_institution
25.0,8723.0,4816.0,364.36,364.36,0,individual,business
25.0,7568.0,1281.0,125.13,125.13,0,payment_institution,payment_institution
25.0,7869.0,9472.0,352.98,352.98,0,business,account
25.0,8625.0,5601.0,218.86,218.86,0,business,individual
25.0,3539.0,9377.0,186.14,186.14,0,individual,business
25.0,2351.0,19779.0,146.08,146.08,0,account,account
25.0,8065.0,18435.0,195.55,195.55,0,individual,individual
25.0,8991.0,16226.0,551.8,551.8,0,individual,business
25.0,1231.0,9811.0,124.26,124.26,0,individual,business
25.0,3146.0,19976.0,550.32,550.32,0,individual,individual
25.0,8512.0,9809.0,329.86,329.86,0,individual,account
25.0,190.0,19629.0,163.74,163.74,0,individual,individual
25.0,4308.0,9878.0,181.14,181.14,0,individual,business
25.0,7728.0,19216.0,324.45,324.45,0,individual,business
25.0,7635.0,18945.0,370.57,370.57,0,individual,business
25.0,9979.0,5890.0,238.13,238.13,1,account,individual
25.0,9960.0,6656.0,369.89,369.89,1,individual,individual
25.0,9981.0,9985.0,230.36,230.36,1,business,account
25.0,9174.0,8705.0,470.97,470.97,0,individual,individual
25.0,5770.0,5280.0,256.97,256.97,0,individual,business
25.0,8555.0,4980.0,245.99,245.99,0,account,individual
25.0,2238.0,17882.0,104.33,104.33,0,individual,individual
25.0,5875.0,7814.0,225.0,225.0,0,individual,individual
25.0,8021.0,6263.0,101.05,101.05,0,account,individual
25.0,9663.0,9920.0,245.83,245.83,0,individual,business
25.0,9883.0,19968.0,240.55,240.55,1,individual,payment_institution
25.0,3947.0,5626.0,236.97,236.97,0,individual,individual
25.0,2907.0,9799.0,406.01,406.01,0,account,individual
25.0,5877.0,8496.0,208.44,208.44,0,business,business
25.0,5583.0,18576.0,151.44,151.44,0,individual,individual
25.0,6699.0,19473.0,397.01,397.01,0,individual,business
25.0,4845.0,580.0,594.14,594.14,0,individual,individual
25.0,9757.0,9024.0,347.57,347.57,0,payment_institution,business
25.0,6663.0,19954.0,295.19,295.19,0,individual,individual
25.0,6855.0,18464.0,428.54,428.54,0,business,account
25.0,5989.0,9920.0,355.89,355.89,0,individual,individual
25.0,1122.0,8006.0,526.23,526.23,0,individual,account
25.0,8365.0,19636.0,156.89,156.89,0,individual,account
25.0,9035.0,9572.0,553.92,553.92,0,individual,account
25.0,9924.0,17413.0,230.36,230.36,1,individual,account
25.0,8580.0,1424.0,311.44,311.44,0,individual,individual
25.0,9855.0,5122.0,308.23,308.23,0,individual,individual
25.0,144.0,9913.0,16.09,16.09,1,individual,individual
25.0,9992.0,19968.0,225.11,225.11,1,individual,business
25.0,6729.0,3062.0,256.04,256.04,0,individual,account
25.0,8866.0,7650.0,527.72,527.72,0,individual,individual
25.0,9915.0,8448.0,354.48,354.48,0,individual,individual
25.0,9988.0,19970.0,340.27,340.27,1,individual,individual
25.0,5327.0,9537.0,191.66,191.66,0,individual,individual
25.0,9349.0,5091.0,172.19,172.19,0,individual,business
25.0,9918.0,9600.0,262.54,262.54,0,individual,individual
25.0,3479.0,13234.0,192.3,192.3,1,account,account
25.0,8667.0,9040.0,328.61,328.61,0,individual,individual
25.0,8343.0,18609.0,196.83,196.83,0,account,individual
25.0,8870.0,9040.0,530.19,530.19,0,account,individual
25.0,4755.0,9793.0,353.48,353.48,0,individual,business
25.0,9891.0,19778.0,204.55,204.55,0,individual,business
25.0,9996.0,19456.0,344.98,344.98,1,account,business
25.0,9949.0,1792.0,202.25,202.25,0,individual,individual
25.0,9917.0,19585.0,266.32,266.32,1,individual,account
25.0,5140.0,9846.0,556.39,556.39,0,individual,individual
25.0,9172.0,19937.0,594.61,594.61,1,payment_institution,individual
25.0,9985.0,9991.0,337.29,337.29,1,business,business
25.0,4406.0,9569.0,322.27,322.27,0,individual,individual
25.0,9986.0,6402.0,216.27,216.27,0,individual,business
25.0,2684.0,7239.0,282.79,282.79,0,individual,individual
25.0,7702.0,9248.0,315.7,315.7,0,payment_institution,individual
25.0,8977.0,9829.0,579.4,579.4,0,individual,individual
25.0,8746.0,19251.0,313.45,313.45,0,business,individual
25.0,2816.0,8855.0,507.97,507.97,0,business,individual
25.0,9826.0,19777.0,261.97,261.97,0,individual,payment_institution
25.0,8644.0,16019.0,350.76,350.76,0,individual,individual
25.0,5019.0,18890.0,469.85,469.85,0,business,individual
25.0,2997.0,9798.0,471.14,471.14,0,account,individual
25.0,9775.0,9921.0,295.35,295.35,0,individual,account
25.0,9637.0,9825.0,208.99,208.99,0,account,individual
25.0,5470.0,19924.0,186.58,186.58,0,account,business
25.0,9186.0,18249.0,482.39,482.39,0,account,payment_institution
25.0,3672.0,473.0,397.64,397.64,0,business,individual
25.0,9374.0,8354.0,116.25,116.25,0,individual,individual
25.0,5740.0,19992.0,274.67,274.67,1,individual,individual
25.0,5580.0,19954.0,175.52,175.52,0,individual,account
25.0,9469.0,18049.0,141.91,141.91,0,individual,payment_institution
25.0,5063.0,17386.0,448.8,448.8,0,individual,individual
25.0,6806.0,17987.0,560.71,560.71,0,individual,business
25.0,6701.0,8932.0,348.48,348.48,0,individual,business
25.0,9794.0,17536.0,281.14,281.14,0,business,account
25.0,9671.0,16481.0,384.73,384.73,0,business,individual
25.0,6921.0,8800.0,502.66,502.66,0,individual,account
25.0,9360.0,5760.0,109.97,109.97,0,business,account
25.0,854.0,8032.0,462.79,462.79,0,account,individual
25.0,4168.0,16081.0,147.66,147.66,0,individual,business
25.0,7112.0,3665.0,569.34,569.34,1,individual,individual
25.0,763.0,8576.0,216.3,216.3,0,account,individual
25.0,8588.0,9970.0,365.25,365.25,0,account,individual
25.0,9813.0,18883.0,228.89,228.89,0,business,individual
25.0,6279.0,7891.0,176.52,176.52,0,business,account
25.0,6639.0,9649.0,366.01,366.01,0,account,individual
25.0,7098.0,19975.0,403.64,403.64,1,individual,business
25.0,4275.0,19025.0,184.24,184.24,0,account,individual
25.0,809.0,19872.0,532.11,532.11,0,individual,payment_institution
25.0,9959.0,9732.0,218.63,218.63,1,individual,individual
25.0,4182.0,19008.0,166.91,166.91,0,business,individual
25.0,4116.0,17499.0,163.66,163.66,0,business,individual
25.0,9993.0,7424.0,225.91,225.91,1,payment_institution,payment_institution
25.0,8444.0,8144.0,236.61,236.61,0,business,payment_institution
25.0,1169.0,9024.0,404.54,404.54,0,individual,individual
25.0,6321.0,9120.0,148.46,148.46,0,individual,business
25.0,9147.0,15717.0,498.85,498.85,0,individual,individual
25.0,8056.0,9923.0,119.65,119.65,0,individual,individual
25.0,9257.0,19105.0,144.27,144.27,0,account,payment_institution
25.0,1159.0,7508.0,416.0,416.0,0,account,payment_institution
25.0,929.0,13910.0,450.48,450.48,0,individual,individual
25.0,1876.0,17553.0,233.6,233.6,0,individual,individual
25.0,1464.0,14150.0,155.94,155.94,0,individual,payment_institution
25.0,9743.0,9987.0,238.91,238.91,1,payment_institution,business
25.0,5975.0,9960.0,257.94,257.94,1,account,individual
25.0,9176.0,1568.0,434.51,434.51,0,individual,business
25.0,9999.0,11264.0,317.64,317.64,1,individual,account
25.0,9999.0,12289.0,317.64,317.64,1,account,business
25.0,8654.0,17137.0,304.55,304.55,0,individual,individual
25.0,7184.0,7552.0,552.03,552.03,0,business,account
25.0,9585.0,18145.0,153.19,153.19,0,individual,individual
25.0,7486.0,8752.0,102.02,102.02,0,individual,individual
25.0,9632.0,3106.0,220.72,220.72,0,individual,account
25.0,4520.0,17341.0,371.48,371.48,0,business,individual
25.0,9265.0,1602.0,112.76,112.76,0,individual,account
25.0,8627.0,8512.0,243.5,243.5,0,individual,individual
25.0,1116.0,17440.0,552.8,552.8,0,account,individual
25.0,9337.0,9120.0,158.58,158.58,0,individual,individual
25.0,2830.0,7092.0,464.82,464.82,0,account,account
25.0,4039.0,3872.0,139.72,139.72,0,payment_institution,individual
25.0,6327.0,18546.0,116.69,116.69,0,individual,individual
25.0,7468.0,9924.0,119.01,119.01,1,business,individual
25.0,3029.0,13491.0,514.72,514.72,0,business,individual
25.0,7287.0,3316.0,118.56,118.56,0,individual,individual
25.0,1936.0,9941.0,295.08,295.08,0,individual,business
25.0,3039.0,6667.0,465.97,465.97,0,account,individual
25.0,1385.0,17207.0,120.48,120.48,0,business,payment_institution
25.0,482.0,4659.0,285.19,285.19,0,individual,individual
25.0,7642.0,2993.0,313.63,313.63,0,account,account
25.0,8204.0,19714.0,11.69,11.69,1,account,business
25.0,5365.0,7874.0,125.76,125.76,0,account,individual
25.0,7362.0,18963.0,148.44,148.44,0,individual,account
25.0,6552.0,9828.0,376.67,376.67,0,account,individual
25.0,6973.0,17862.0,521.47,521.47,0,account,business
25.0,4555.0,1225.0,331.22,331.22,0,individual,account
25.0,6496.0,4320.0,372.05,372.05,0,individual,individual
25.0,7829.0,3539.0,355.88,355.88,0,individual,individual
25.0,7853.0,7921.0,347.8,347.8,0,account,business
25.0,1174.0,5795.0,482.76,482.76,0,account,business
25.0,7495.0,5697.0,157.27,157.27,0,individual,account
25.0,3047.0,4261.0,531.42,531.42,0,individual,account
25.0,8407.0,4016.0,246.05,246.05,0,business,business
25.0,9488.0,18816.0,145.13,145.13,0,individual,individual
25.0,1519.0,7306.0,161.8,161.8,1,individual,individual
25.0,6878.0,7477.0,508.77,508.77,0,individual,individual
25.0,2674.0,83.0,204.19,204.19,0,individual,account
25.0,9976.0,9984.0,367.32,367.32,0,business,business
25.0,886.0,2627.0,484.52,484.52,0,business,individual
25.0,5569.0,8032.0,136.33,136.33,0,individual,business
25.0,9563.0,9984.0,107.3,107.3,0,individual,individual
25.0,9639.0,19265.0,381.66,381.66,0,business,individual
25.0,7767.0,18529.0,245.72,245.72,0,account,individual
25.0,9263.0,18914.0,129.78,129.78,1,individual,business
25.0,9965.0,7936.0,312.1,312.1,0,payment_institution,individual
25.0,9042.0,16290.0,595.57,595.57,0,individual,individual
25.0,6460.0,3200.0,271.94,271.94,0,business,individual
25.0,7410.0,16643.0,111.27,111.27,1,account,account
25.0,5217.0,7904.0,100.75,100.75,0,individual,individual
25.0,9661.0,18408.0,367.02,367.02,0,individual,account
25.0,9972.0,16007.0,299.26,299.26,1,individual,business
25.0,9690.0,13058.0,326.36,326.36,0,individual,business
25.0,9109.0,9765.0,524.2,524.2,1,individual,individual
25.0,7449.0,18752.0,113.76,113.76,0,individual,business
25.0,8849.0,7184.0,437.66,437.66,0,individual,business
25.0,9779.0,3201.0,337.23,337.23,0,individual,individual
25.0,9420.0,9796.0,144.53,144.53,0,business,account
25.0,7548.0,6884.0,129.96,129.96,0,business,individual
25.0,1453.0,19681.0,186.41,186.41,0,individual,individual
25.0,9734.0,14336.0,302.27,302.27,0,payment_institution,individual
25.0,8024.0,9680.0,171.5,171.5,0,individual,account
25.0,2450.0,19988.0,207.1,207.1,0,individual,individual
25.0,144.0,9913.0,16.09,16.09,1,individual,individual
25.0,9260.0,6278.0,151.28,151.28,0,individual,individual
25.0,7544.0,9015.0,156.14,156.14,0,individual,payment_institution
25.0,8699.0,2961.0,326.47,326.47,0,individual,individual
25.0,9896.0,12801.0,294.79,294.79,0,individual,business
25.0,9995.0,4096.0,394.35,394.35,1,account,business
25.0,5932.0,2384.0,269.57,269.57,0,business,individual
25.0,9491.0,17792.0,116.38,116.38,0,account,individual
25.0,9431.0,2848.0,143.33,143.33,0,individual,individual
25.0,8474.0,18688.0,317.14,317.14,0,individual,account
25.0,7602.0,9394.0,251.08,251.08,0,individual,business
25.0,8828.0,1700.0,576.25,576.25,0,business,individual
25.0,3475.0,14450.0,138.02,138.02,0,business,individual
25.0,133.0,9196.0,142.55,142.55,1,account,individual
25.0,9163.0,13088.0,479.47,479.47,0,individual,individual
25.0,4741.0,4721.0,241.5,241.5,0,payment_institution,individual
25.0,9548.0,4324.0,177.66,177.66,0,account,business
25.0,8935.0,19267.0,483.61,483.61,0,payment_institution,individual
25.0,5607.0,9634.0,205.19,205.19,0,individual,business
25.0,1427.0,19776.0,133.44,133.44,0,individual,individual
25.0,6001.0,1991.0,100.76,100.76,0,individual,business
25.0,9983.0,9984.0,395.54,395.54,1,account,individual
25.0,9725.0,19329.0,271.07,271.07,0,account,individual
25.0,9628.0,18689.0,223.05,223.05,0,individual,account
25.0,8642.0,2470.0,295.64,295.64,0,individual,individual
25.0,507.0,7425.0,241.6,241.6,0,individual,individual
25.0,4968.0,15233.0,485.13,485.13,1,business,individual
25.0,2562.0,4531.0,303.07,303.07,0,individual,business
25.0,4849.0,3764.0,476.45,476.45,0,business,individual
25.0,9030.0,15904.0,428.95,428.95,0,individual,individual
25.0,2824.0,8914.0,575.85,575.85,0,business,account
25.0,338.0,19020.0,137.8,137.8,0,individual,account
25.0,4839.0,9954.0,544.17,544.17,1,individual,account
25.0,2818.0,14596.0,474.5,474.5,0,account,individual
25.0,9129.0,18212.0,471.33,471.33,0,individual,individual
25.0,3710.0,9926.0,232.08,232.08,0,account,individual
25.0,8567.0,9488.0,348.95,348.95,0,individual,account
25.0,9254.0,14754.0,137.11,137.11,0,business,individual
25.0,2770.0,9864.0,223.33,223.33,1,account,individual
25.0,8488.0,8561.0,322.57,322.57,0,individual,individual
25.0,6350.0,6240.0,101.95,101.95,0,business,individual
25.0,9218.0,8224.0,123.01,123.01,0,individual,account
25.0,9038.0,19776.0,473.57,473.57,0,business,individual
25.0,1398.0,15876.0,145.25,145.25,0,individual,business
25.0,9514.0,14592.0,140.33,140.33,0,individual,individual
25.0,9973.0,5120.0,233.38,233.38,1,payment_institution,individual
25.0,6790.0,19824.0,361.23,361.23,0,individual,individual
25.0,1446.0,9935.0,155.61,155.61,0,individual,account
25.0,7986.0,8903.0,344.6,344.6,0,business,business
25.0,9831.0,9409.0,333.23,333.23,0,individual,business
25.0,167.0,16523.0,125.08,125.08,0,individual,individual
25.0,9962.0,9989.0,269.85,269.85,1,individual,individual
25.0,9196.0,15552.0,507.66,507.66,1,individual,individual
25.0,9894.0,19136.0,250.58,250.58,0,business,payment_institution
25.0,7956.0,12930.0,392.33,392.33,0,individual,individual
25.0,6765.0,18723.0,321.91,321.91,0,individual,individual
25.0,7698.0,6768.0,307.66,307.66,0,individual,individual
25.0,5393.0,19459.0,119.7,119.7,0,payment_institution,account
25.0,3960.0,9856.0,241.38,241.38,0,individual,individual
25.0,9834.0,19202.0,200.63,200.63,0,individual,individual
25.0,9989.0,9728.0,252.35,252.35,1,individual,business
25.0,5131.0,9799.0,525.36,525.36,0,individual,account
25.0,7522.0,19845.0,184.89,184.89,0,account,payment_institution
25.0,6717.0,17504.0,382.26,382.26,0,business,individual
25.0,5258.0,19913.0,163.91,163.91,0,individual,individual
25.0,144.0,9913.0,16.09,16.09,1,individual,individual
25.0,5238.0,8711.0,162.8,162.8,0,individual,individual
25.0,5520.0,16723.0,167.85,167.85,0,individual,individual
25.0,9023.0,19970.0,538.11,538.11,0,individual,individual
25.0,9815.0,15680.0,334.48,334.48,0,individual,business
25.0,6406.0,19760.0,368.95,368.95,0,individual,individual
25.0,5581.0,18208.0,159.0,159.0,0,individual,individual
